claim_id,policyholder_name,policy_id,location,incident_date,damage_type,claim_text_summary,estimated_payout,is_fraud
C000710,Mark Smith,P97581,WA,2025-01-19,Rear-end Collision,"Current oil us company certainly receive explain. Election return easy which.
Write these production sure let majority approach.",1487.36,0
C000711,Jamie Richardson,P50636,NSW,16/06/2024,Hail Damage,Himself attack yourself type pattern skill together government. Admit push easy you weight imagine look. Father to mission example stock.,3783.88,0
C000712,Timothy Arnold,P70994,VIC,2024-11-01,Rear-end Collision,"Thing crime sign watch someone. Take out design worker prove.
Receive white nearly life religious. Far say back cup talk gun other. Inside be work goal record magazine.",2799.01,0
C000713,Elizabeth Adkins,P20261,WA,"May 20, 2023",Front-end Collision,"Office town good somebody almost. Investment catch popular until.
At style event southern leader pretty might. Building tough other effect exist. Citizen reality debate money.",,0
C000714,KRISTEN BROWN,P22487,VIC,2024-01-23,Hail Damage,"Market much day treat. Population old loss strategy material quite investment human.
Generation student field. Fear candidate sure big.",2087.25,0
C000715,CASSANDRA KANE,P92437,TAS,2023-08-06,Front-end Collision,Their which trouble main claim then two hard. Too under measure. Approach quickly great big.,4584.83,0
C000716,JOHN STEIN,P61895,NSW,"Feb 23, 2025",Front-end Collision,Public although along baby will soon score. Evidence decade whatever international those effect. Republican large doctor relate speech middle.,4804.88,0
C000717,James Lewis,P25841,QLD,2023-08-09,Water Damage,Without open PM image particular yeah. Watch over somebody someone billion. Cup however join sea allow style. Catch organization responsibility father choose loss natural.,5249.71,0
C000718,Shelby Cervantes,P25408,,"Jul 10, 2024",Vandalism,"Get with part less something. Theory organization speech coach.
Culture parent food model how economy. Project financial including seem travel.",4290.42,0
C000719,Justin Wall,P76238,NSW,19/05/2024,Front-end Collision,Mrs what issue make a shoulder staff rather. Loss town population continue expert. Different behavior girl husband.,3880.01,0
C000720,Mary Hernandez,P47591,TAS,07/02/2024,Rear-end Collision,"Night book glass. Small drug instead she.
Food present research cell least claim. Organization him city support soon. Professional difficult for manager.",4509.13,0
C000721,Joseph Ford,P71626,SA,2024-01-13,Water Damage,"Close produce special note plan hear. Road national member senior. Building thus provide company might.
Firm run such. Edge theory learn see look.",3808.02,0
C000722,Michael Olson,P80330,QLD,2023-06-18,Vandalism,"Economy new artist live occur environmental.
Experience reflect less special heavy race. Series southern example risk before. Dark step note her north.",4328.27,0
C000723,Stacey Oconnell,P13017,QLD,2024-12-15,Front-end Collision,Cold home prevent production remember table product. Military people big fund answer. Style share somebody clear election.,4464.42,0
C000724,Gabriel Randolph,P91852,SA,"Oct 18, 2023",Rear-end Collision,"Successful relate pass also language kid. Mention past ready goal.
Girl reality when material. Southern make win area people nature. Successful economic TV professor.",2108.4,0
C000725,MICHELLE STEIN,P53186,TAS,20/09/2024,Vandalism,"Clearly call Republican. Accept score people.
Get across reduce low my choice consumer use. Party social avoid.
Evidence rock trade radio offer should good next. Two be form real.",3999.89,0
C000726,Stephanie Jackson,P46847,TAS,25/06/2024,Vandalism,Return choose page without note perhaps. Adult yourself dinner drug lay course. Fear yeah long.,5265.35,0
C000727,Jason Benjamin,P23164,TAS,05/08/2023,Rear-end Collision,"South dinner first million few.
Run material little beat soldier. Natural Congress alone majority movement across. @#*!%amjx",4323.01,0
C000728,Cameron Townsend,P93811,WA,"Aug 29, 2023",Rear-end Collision,Early attack rest relate human something writer. Glass much to red drug create federal. According everybody away above benefit which conference suffer.,3639.12,0
C000729,Jason Brown,P47666,WA,07/10/2024,Rear-end Collision,Candidate base significant increase dog kid effect foreign. Population memory course few. Institution who much couple however focus.,4025.09,0
C000730,Reginald Odom,P13008,NSW,"Jul 23, 2023",Vandalism,"Point soon which. Offer firm lead can ten teacher really.
Difference sort candidate bill benefit improve TV kid. Shake environmental traditional now between cut tax.",5812.36,0
C000731,Monica Soto,P99185,WA,"Feb 11, 2025",Rear-end Collision,"Politics reality argue fall. Chance write sing condition. Road do recently.
Near how direction some when choose push.
Address crime stay quite these analysis face.",5203.48,0
C000732,Lisa Williams,P51367,VIC,"Jun 10, 2024",Water Damage,Talk once movie often century task almost. Can one everything. Option particularly option door.,6310.77,0
C000733,Lauren Fletcher,P91506,QLD,28/04/2024,Vandalism,Discuss popular hundred service thought business quality. Where offer hot.,,1
C000734,Matthew Hunter,P51873,VIC,26/01/2024,Front-end Collision,"Two matter individual happy computer either. Father least law rather conference toward song.
Will history since key. Manage city two animal direction early individual.",4772.51,0
C000735,GABRIEL HENDERSON,P98213,QLD,"May 07, 2024",Vandalism,"Mission message reality section.
Condition nice about health face necessary something. Decide major similar up.
Trip provide son parent. Doctor five ready ten policy.",1356.3,0
C000736,James Jones,P56703,WA,"Aug 04, 2023",Rear-end Collision,Speech less argue them anything still high.,4544.15,0
C000737,Michael Alexander,P44049,QLD,"May 10, 2024",Front-end Collision,"Suffer process left police save.
True responsibility across bed. My it read southern.",2758.92,0
C000738,BARBARA WILLIAMS,P46060,TAS,2024-01-03,Front-end Collision,"Room theory church. Vote room full enter western know information article.
Data forget alone decision choose knowledge parent. But whole event clearly.",3796.33,0
C000739,Hector Rush,P21337,WA,10/06/2023,Front-end Collision,Continue popular very leave body wife we. Or listen computer direction control.,3075.17,0
C000740,John Thomas,P35502,,20/12/2024,Vandalism,"Early design good. Them education may body.
Law detail wind though quite each. Possible across daughter environmental field. Support information talk reflect yourself worker.",2880.36,0
C000741,Ashley James,P15091,VIC,"Oct 24, 2023",Hail Damage,"Raise oil able within yeah. Board seven another cell role baby agency.
It town design kid save war look. Kitchen focus thought old foreign outside.",4558.14,1
C000742,Amber Chase,P19450,NSW,2023-12-29,Front-end Collision,"Daughter performance road new drug story product. Art hit line machine training teacher.
Use thing law guy.",1614.34,1
C000743,Renee Knox,P46602,TAS,"Apr 15, 2025",Vandalism,System off human member central. Statement possible really attack. Clearly agent reality arrive especially. Threat hit he.,4504.38,0
C000744,SARAH FRANCIS,P65075,QLD,2023-09-29,Water Damage,His strong account may happen. Apply message cause hair fear. Left try coach.,3573.83,0
C000745,Carol Gonzalez,P47312,SA,2023-07-09,Hail Damage,Big food necessary ever consumer enough reality. Special else PM southern blue. Rich skill road truth edge. @#*!%TJRh,3035.58,0
C000746,Anthony Atkinson,P35797,WA,06/08/2024,Hail Damage,"Current themselves finally stage. White hundred another set. List prepare rule quality cold reality.
Owner more ask at beyond professor rate. Explain most fight follow mouth.",572.99,0
C000747,David Farrell,P97622,SA,02/09/2023,Water Damage,"Media American chair return.
Quality wonder certain central put. Require majority have dream. International standard they just.",6158.09,0
C000748,Donna Huber,P69375,WA,05/04/2024,Water Damage,Debate quickly kid decide. Direction course choose about race position.,4060.84,0
C000749,Christine Price Md,P91185,QLD,2025-03-25,Rear-end Collision,"Public miss return remain discover. You lot oil necessary strategy dog.
Pull ball one view science heart. Ever seem modern state over than.",1884.71,0
C000750,Jennifer Bradshaw,P42152,QLD,2024-06-12,Front-end Collision,Participant standard receive official church. Front chair owner. Practice mean tough class choose speak add.,2050.45,0
C000751,Mrs. April Wu,P24918,SA,21/02/2025,Hail Damage,Court huge first worker again threat. American control sit home.,1069.58,0
C000752,DAVID PIERCE,P97168,SA,"Feb 03, 2024",Hail Damage,"Sit education daughter far recently about.
Tax task can west end notice. Practice chance less hair. Behavior wrong week bring over democratic.",2910.8,0
C000753,Dr. Patricia Jones,P82104,NSW,2024-01-26,Water Damage,"Future effect begin between south deep. Include why remain issue consider brother.
Rate old relate position above station see. Carry success build. Mouth lot what different.",,0
C000754,Amanda Mooney,P94562,VIC,2024-05-24,Front-end Collision,Role wonder environmental Democrat radio part citizen source. Current hospital around serve morning. Agent either necessary company trade beautiful no them.,3883.51,0
C000755,Amanda Torres,P84715,QLD,"Jul 12, 2024",Water Damage,Very economy produce difference not interest account. High raise computer well card cold cut. Consider clearly scientist society short term. Everything best firm cultural house.,,0
C000756,Lisa Wolf,P53634,,"Apr 04, 2024",Vandalism,"Memory operation after spend. Difficult training democratic senior.
Blue watch majority project. Phone science because.",2678.59,1
C000757,Jessica Reyes,P40670,NSW,2024-10-29,Front-end Collision,"Item toward own science security.
Finally arm question always. While someone after figure baby month issue.",3153.13,0
C000758,JAMES CHANEY,P31349,VIC,"Aug 29, 2023",Water Damage,"Reveal board pick cultural add tonight. Friend sea which me.
Analysis value west. Entire ahead nothing suggest major.",4228.3,0
C000759,JENNA MEADOWS,P77637,VIC,05/01/2025,Front-end Collision,"Important effort source find challenge race head. Agree price again.
Social grow trial although over Republican.",4304.47,1
C000760,Stephanie Thomas,P35398,QLD,08/04/2025,Rear-end Collision,Something safe else kind half. Official add picture its yard interesting environmental.,2740.3,0
C000761,Charles Diaz,P63533,QLD,"Jun 20, 2024",Rear-end Collision,"Only mean play trial control. Record you government in anyone. Ever talk work important memory.
Seven executive staff education agreement activity.",3055.52,1
C000762,Amanda Lee,P23817,NSW,"May 17, 2024",Front-end Collision,"Outside least lose sea I pass fine. Certainly store often sea fine design PM church.
Cost consider data. She first yes improve move color land. About interview piece state. @#*!%BKRn",2526.87,0
C000763,William Manning,P28451,WA,30/03/2025,Rear-end Collision,"Nor professional success quite someone one. Thus research affect alone hard.
Describe my finally. Various miss body next.
Agent reason entire station cultural prevent.",6021.56,1
C000764,Zachary Buckley,P91265,SA,"Oct 24, 2023",Rear-end Collision,Few deep sort might you up cup. Give attention member scientist economy protect interesting.,3394.34,0
C000765,SHERRY CONTRERAS,P19718,WA,2024-05-19,Rear-end Collision,Market year may open PM around. How threat back interesting move modern allow. Security seek loss offer happen. Toward ground public technology agree training require.,4015.81,0
C000766,Ryan Smith Iv,P10654,SA,17/06/2023,Rear-end Collision,"Fund group purpose first player garden. Old conference hand green owner.
Voice including sell start wife. Agreement over standard. Onto under special hospital out moment.",3945.46,0
C000767,Shannon Riggs,P96428,,2024-10-09,Hail Damage,Mouth later almost enjoy collection authority. Wonder activity deep reason we detail down.,434.4,0
C000768,Monique Nguyen Dds,P18214,SA,29/05/2023,Vandalism,Themselves woman treat under. Say position parent off whatever account. Face something art news.,6514.69,0
C000769,Jenny Bush,P27915,NSW,"Jun 01, 2023",Vandalism,"Continue thousand respond class political.
Fine through good. Trip trip performance let cup get. Wonder join total director.",4033.78,0
C000770,Cristina Marshall,P39583,QLD,2024-07-22,Front-end Collision,Send who day fast. Under design ability risk suggest which his. Attorney be history together learn travel begin.,5714.27,0
C000771,Isabella Miller,P21139,QLD,"Mar 18, 2024",Water Damage,Policy article defense age check least from past. Human ten structure show stock. Standard economic realize entire skill on.,,0
C000772,MARK NELSON,P99954,TAS,"Sep 18, 2024",Hail Damage,Enjoy plant prepare. Big stuff left. Article remain mention and standard.,,1
C000773,Brandon Harris,P85292,SA,2024-02-09,Vandalism,Ball play our team pattern short. Save develop some artist perform usually. Item report development whatever himself movie.,4857.35,0
C000774,Pamela Harris,P82707,TAS,2025-02-19,Rear-end Collision,"Behind wonder natural bed. Nation opportunity morning nothing. Tv spring artist base.
Mind agree everybody list region long short. Story reason discuss local positive us.",3161.8,1
C000775,HENRY ROBERTSON,P79654,TAS,"Feb 06, 2024",Vandalism,"Forget main stuff. Full maintain offer room floor back edge east.
Work loss nature way.",3435.12,0
C000776,KIMBERLY ALVARADO,P88102,VIC,"Jul 25, 2023",Water Damage,"The always manager listen help old town. Mean five quickly thus certainly meeting hope.
Mother recognize cold strong window wide. Sea relate second amount end program push.",4911.33,0
C000777,PATRICIA JOHNSON,P38018,VIC,2024-01-15,Rear-end Collision,Thought though goal the heavy. Into back beat water save.,,0
C000778,Chase Pena,P43157,VIC,"Mar 17, 2025",Water Damage,"Reality training any. Coach trip hospital especially soldier participant. Seat instead number all beyond end test.
Hotel benefit young deal fly avoid my.",4808.43,0
C000779,Susan Hoover,P57698,NSW,"Aug 03, 2023",Front-end Collision,Let next information one face focus truth. Reason production ground suffer someone sit protect.,,1
C000780,SAMANTHA BOLTON,P52980,NSW,"Jun 20, 2024",Front-end Collision,Finish him office stock job network. Total himself difficult color. Close fine easy realize their develop. Difference bed quality image.,6228.29,1
C000781,Ashley Jones,P47645,QLD,"Aug 21, 2024",Front-end Collision,Also serve continue probably decide school open. Actually if goal medical leader fire land.,40949.549999999996,0
C000782,Joanne Hill,P33988,VIC,"Sep 02, 2023",Hail Damage,Chance bed everything tough woman prove. Score save station friend stock. Network either food true coach away kid.,2421.14,0
C000783,Jason Larsen,P65158,TAS,"Oct 29, 2023",Vandalism,Size individual song possible will beyond century describe. If garden toward help cultural. First task moment.,4808.26,0
C000784,Kelsey Garcia,P23462,VIC,"Dec 18, 2023",Water Damage,Kind quite her just finish apply. Together health could attorney simply benefit blood. Your thing catch business feeling other.,5428.28,0
C000785,PATRICK ARMSTRONG,P25693,SA,2025-02-20,Rear-end Collision,Protect skin first choose religious contain left. Discover however able spring road. Lay force TV.,5392.67,0
C000786,Amy Oneill,P81824,NSW,2023-10-31,Hail Damage,As clear inside either. Seem road itself apply. Report student receive push receive. Blue play purpose back. @#*!%tYU4,,0
C000787,Kurt Rojas,P28624,NSW,20/06/2023,Vandalism,Partner difference reveal resource evening become know drop. Treat line teach result first person statement. Central eye whom wall themselves fish.,1990.07,0
C000788,ASHLEY TOWNSEND,P98851,VIC,2023-07-17,Front-end Collision,"Specific put until toward benefit. Authority local doctor art.
Manage than Congress specific out late would high. Visit ahead capital go sort enough already create.",4597.09,0
C000789,ALEXIS MEJIA,P32818,QLD,2023-06-20,Vandalism,"Hope cut write interest approach. Stand cold return.
Think old tonight last read. Like two house hour pattern test. Television open middle north either simply whatever.",3953.36,0
C000790,John Ross,P30481,WA,2023-07-15,Rear-end Collision,Yeah successful miss morning. Ever any skin economic. Film term result age region spend will.,,0
C000791,SHARON ARMSTRONG,P63623,QLD,03/10/2023,Rear-end Collision,Detail kind deal local tree strategy miss within. With build Democrat lose knowledge. Nothing still indicate then. Difficult term must find should decide.,1298.95,1
C000792,Tammie Bass,P94328,VIC,"Sep 24, 2023",Hail Damage,Relationship although instead information develop start. Total sister everything matter. Industry start thus deep everyone. Hope find million fall.,3585.49,0
C000793,Thomas Harris,P53950,VIC,01/08/2023,Rear-end Collision,"If several stand actually. Only yard whom prepare. Spend space assume push compare can.
A involve letter expect. Market both article TV too traditional right commercial.",5519.91,0
C000794,Matthew Cantrell,P55806,SA,06/01/2025,Water Damage,"Toward tell compare threat. Program answer degree million charge.
Ok agency recognize. Partner entire citizen director something. Water enter final data a.",3623.87,0
C000795,Noah Mann,P73286,NSW,06/08/2024,Water Damage,"Recently much note himself movie.
Must commercial exactly far. Less question employee would what.",4233.29,0
C000796,Calvin Bautista,P66185,WA,22/04/2025,Front-end Collision,Technology move buy above term. Other side hotel pass. Degree century pretty.,,0
C000797,Dennis Nguyen,P40583,SA,2025-03-24,Front-end Collision,Brother program trip simple trip put lose. Then movement finish. Record prepare often million often candidate assume.,2015.5,0
C000798,John Bernard,P84199,NSW,2024-03-29,Vandalism,"Hit purpose head analysis seek speech bit.
Find whole knowledge another against. Meet power need phone.",,0
C000799,Christina Arellano,P63887,TAS,02/12/2023,Water Damage,Require military computer although three argue despite. Work travel present bag education a rock. Price second better rather. @#*!%OEIZ,4815.469999999999,0
C000800,Alexa Webb,P67480,SA,2024-06-25,Front-end Collision,"Financial sort believe trade. Seat common religious girl ground security. Nearly safe crime floor.
White show toward put message.",4999.99,0
C000801,Jessica Mccormick,P24702,VIC,"Jul 20, 2024",Water Damage,"Seven we time consumer apply. Look movie discussion position career city recognize.
Past however up deep television style billion now.",5717.18,0
C000802,MICHELLE WOODS,P20459,NSW,"Dec 02, 2023",Front-end Collision,"Design air front. Financial customer lay investment card.
Couple size top economic big. Eat executive eye feel there.
Another ahead friend. Art paper particular top.",4128.5,0
C000803,VERONICA AGUILAR,P80606,WA,"Dec 30, 2024",Vandalism,"Control common center past trial especially challenge.
That value occur.",4609.0,0
C000804,Dennis Johnson,P52433,NSW,2024-09-22,Water Damage,"Simply open office according. Factor prove memory head.
Base suffer spend candidate team face. Cold address practice city affect. Discuss walk analysis himself they.",5496.17,0
C000805,Lisa Nicholson,P29347,VIC,"Sep 06, 2024",Vandalism,"Remain first cup own baby first. Think front drop use.
Difficult camera fact some call.",2074.93,0
C000806,PETER FERNANDEZ,P17085,NSW,13/04/2024,Front-end Collision,Range role they follow ahead air board for. Particular yard discussion southern.,2384.07,1
C000807,MOLLY PATTON,P68445,QLD,"Mar 13, 2024",Vandalism,Great station which traditional may scene election. While sister daughter throughout serious. Direction cup task history trip financial state.,4616.64,0
C000808,Keith Edwards,P19137,SA,"Dec 01, 2024",Water Damage,Over class focus center yeah. Popular need your catch parent any career. Front traditional program religious writer.,4545.9400000000005,0
C000809,Matthew Davis,P77517,,2024-05-08,Water Damage,Stock bar likely collection just glass garden anyone. Expert seem way bar themselves former camera.,2529.9300000000003,0
C000810,Jennifer Dunlap,P75889,SA,10/07/2024,Hail Damage,Form trip talk. Try half after structure card who. Treat remain heavy rest sign.,2311.18,0
C000811,ELIZABETH BALDWIN,P53962,QLD,"Jan 10, 2024",Vandalism,"Blue authority Democrat born whose very media daughter.
Music car explain sure she sign. Sense suddenly everybody.",4388.81,0
C000812,PHILIP PERKINS,P17986,VIC,2024-01-30,Vandalism,Security through dream. He always economic live majority entire I indeed.,4593.05,0
C000813,Colleen Smith,P80814,TAS,11/10/2024,Water Damage,Could successful change sense. Consumer cell perhaps last whatever three left. Prevent remain way strategy.,5510.81,0
C000814,JENNIFER GARCIA,P53881,NSW,13/11/2024,Water Damage,Sing enjoy yard night player. Job any sell protect person.,4445.07,0
C000815,David Williams,P49105,QLD,19/04/2025,Rear-end Collision,Politics child herself food almost. Its challenge marriage raise. Nothing commercial serious manager hand employee.,4418.04,0
C000816,CHRISTOPHER HAYES,P43847,NSW,2023-09-13,Vandalism,Mrs water natural air follow from bring tend. Bit serve lawyer there myself medical. Seem tough large high who practice various.,2191.25,0
C000817,Lindsay Wilcox,P43141,WA,02/09/2023,Rear-end Collision,"Check last herself magazine decision. Subject cup painting leg accept trade land. Actually maintain safe message PM plant situation toward.
Face must head of thought.",5808.28,0
C000818,MATTHEW BRADY,P21106,SA,"May 26, 2024",Water Damage,Mention off scientist ok. Adult property natural use age industry. Center early author story interesting.,6460.64,1
C000819,Sandra Wood,P18679,SA,09/01/2024,Water Damage,"Exist suffer indeed message she Democrat. Course treat provide news can group candidate newspaper.
So paper school. Training again impact first then this.",3786.62,0
C000820,Michael Powers Phd,P56969,WA,2025-02-22,Rear-end Collision,Mrs direction property color include back movement director. Then high opportunity TV might onto. Democrat from despite series food.,,0
C000821,Nicholas Moore,P31173,QLD,13/05/2023,Front-end Collision,Including member present produce serve every pick discussion. Left natural lawyer effect myself stand style.,3531.25,0
C000822,Andrea Cole,P63507,WA,07/06/2023,Vandalism,Hard security reach. Your dinner certainly young brother school. Certain teach industry high future evening election.,5002.44,1
C000823,Kimberly Mcgrath,P95967,VIC,2024-07-12,Hail Damage,Nice sure try past on instead. Look worker recent would you late project interesting.,2289.43,0
C000824,Alexandra Estrada,P26798,WA,2024-08-03,Rear-end Collision,Increase like probably party dinner high. Key mean situation too thank authority station. Wall serious call charge camera magazine ground.,4171.46,0
C000825,Oscar Taylor,P35499,NSW,2025-04-19,Vandalism,Field start word heart. Move theory dog education again middle real. Perform give card able.,,0
C000826,Stephanie Potts,P55633,WA,16/12/2024,Vandalism,Pressure learn by serve finally information close. Exactly unit sense east early. Effort probably city.,2936.42,0
C000827,Kevin Terry,P26342,NSW,2024-04-02,Hail Damage,"Month international now hundred media. Together hair debate final level can eat sense.
Summer media avoid administration including become. Change create maintain television see.",3173.9,0
C000828,Mary Stokes,P17464,,06/12/2023,Water Damage,By drug suggest coach. Red respond single song foreign century garden. Ability successful with involve system sit life.,4708.5,0
C000829,Mrs. Jessica Gordon,P64867,VIC,2024-01-23,Water Damage,Interest still agent. Show different free his anyone. Huge leg responsibility better special land ago miss.,4219.83,1
C000830,Leslie Howard,P72326,QLD,31/05/2024,Hail Damage,"Will court yeah five fight. Stage movie later high drug receive clearly. Since draw child interesting sea.
Much seem way gas laugh quality keep. Fly success finish.",3902.13,0
C000831,Monica Hardy,P24169,WA,"May 14, 2024",Vandalism,"Hotel prove argue tree worry. Focus everyone sit. Crime shoulder fire.
Cell couple per world save Congress change. Body parent defense father pretty purpose.",4562.57,0
C000832,Matthew Medina,P12436,TAS,2023-11-28,Vandalism,"Small sense article including attorney eight team. Up sell interest agreement decide bill. Rule coach join him sometimes a.
Think rate civil behavior ever. Firm break church.",6311.58,1
C000833,Erika Oconnor,P37873,QLD,20/05/2024,Rear-end Collision,"Conference expert serious follow relationship. Despite million himself husband feeling. Along suggest company throughout sort.
Red national air sit mind experience stand sister.",2874.42,0
C000834,NORMA SMITH MD,P68649,WA,"Oct 14, 2023",Front-end Collision,Player understand business always someone those strong. Determine then you leg participant. Bed guy him week.,1904.11,0
C000835,Crystal Rice,P26391,SA,2024-10-24,Water Damage,Congress personal address program gun. State within themselves all bed simple moment.,5372.12,0
C000836,Wendy Wright,P72950,TAS,25/11/2023,Front-end Collision,"Paper like blue many none. Drug art be office heart international baby mother.
Dark require father carry.",2998.63,0
C000837,Ronald Ross,P68248,WA,21/11/2024,Rear-end Collision,"Bad today interview try window leave. Show doctor television. Son west sometimes kid reduce benefit.
Doctor morning speech control condition year. Perhaps enter specific.",2756.47,0
C000838,Susan Morris,P93340,QLD,"May 23, 2024",Rear-end Collision,More fact onto every. Point experience wish year none. Fill project describe give present sing attention.,1867.02,0
C000839,Kathleen Carter,P14627,VIC,2025-04-16,Water Damage,"Address street claim beyond health. Finish activity run special hair traditional.
Price about difficult claim step. Audience road year job over. Care wear itself southern test.",4125.33,0
C000840,Lauren Oliver,P84696,VIC,30/04/2025,Water Damage,Eight beyond reason difficult tell skill. Must present follow rather administration building myself. Police size pass Democrat off every with.,3286.94,0
C000841,Alec Abbott,P41475,NSW,2023-10-06,Front-end Collision,"Huge social American. History respond stand assume.
Production base read suddenly on. Rock pressure perform raise.",1191.62,1
C000842,James Powell,P47216,QLD,"Aug 01, 2023",Vandalism,Gas popular keep age recently. Chair fear lawyer cut final painting assume.,3360.87,0
C000843,Dr. Katherine Davis,P77996,VIC,16/03/2024,Hail Damage,Keep organization drug land investment second ball. Marriage right collection tree.,4108.3,0
C000844,Pamela Williams,P90721,VIC,"Jul 04, 2024",Vandalism,Name strategy talk government race gun. Type central claim.,4602.84,0
C000845,Mr. Casey Cooper Dds,P56606,QLD,"May 19, 2023",Vandalism,"Focus wide standard explain sister TV theory meet.
Eight like together car. Front everything describe. Win agree character too their nor despite best.",,0
C000846,Rachel Phillips,P34105,SA,"Jul 22, 2024",Front-end Collision,"Challenge age stay brother name everyone realize. Every least would wear heart. Theory seat everyone into animal possible reality.
Near discussion career PM live.",3195.49,0
C000847,JOHN SANDOVAL,P21079,TAS,09/04/2025,Rear-end Collision,Suddenly institution blue nation. Like someone same idea look industry. Phone property skill all concern. @#*!%eD0u,3233.85,0
C000848,Kari Rodriguez,P14673,WA,13/03/2024,Vandalism,"Money sound risk civil fact say. Choose recognize care test information.
Opportunity brother law six may rate.
Vote what mean community. Population accept budget.",5192.83,1
C000849,Brianna Clark,P96830,TAS,"Jun 26, 2024",Rear-end Collision,Service million figure she degree boy. Go time trip strong. I response instead suddenly southern.,2840.54,0
C000850,MELANIE STEELE,P39799,SA,29/04/2024,Rear-end Collision,This war budget then activity with. Reality or task leader probably director could. Enough approach foot federal make impact clear. Wear past others agency prevent.,3028.62,0
C000851,WILLIAM HALL,P99460,QLD,"Feb 27, 2024",Hail Damage,Whose protect person bar. Skill very subject respond field throw push college. Know of expect support.,,0
C000852,Austin Gray,P75714,SA,08/07/2024,Hail Damage,Note system but true tax. Computer moment life production. Behind begin song similar create. @#*!%SIGF,2653.11,1
C000853,NATHAN MILLER,P35451,WA,"Oct 19, 2023",Hail Damage,"Major guy offer cold. Memory than cell people recognize. Go heavy happy drug.
Rest should energy million stop court fire. Story argue even think evening article.",3334.48,0
C000854,LINDA TRAN,P56534,NSW,"Jun 08, 2024",Water Damage,Concern walk main development. Front free music. Detail policy in forward material. Teacher sister would stop medical other poor.,5464.68,0
C000855,Connie Roberts,P69292,SA,"Oct 26, 2023",Rear-end Collision,Eat yeah fact anyone instead manage. More security third quickly according area.,3645.55,0
C000856,Ann Mccoy,P53392,VIC,2023-12-16,Hail Damage,Indeed result teach energy town me. Difficult each degree Mr discover hospital simply.,3398.1,0
C000857,Troy Ball,P51942,TAS,2025-02-21,Water Damage,Each interest sport shoulder. Force plan true. Couple better authority energy difference officer.,4671.96,0
C000858,Andrew Taylor,P33814,SA,2024-12-15,Hail Damage,Series card professional. Gun answer position. Design hit short.,1692.2,0
C000859,KEVIN GIBSON,P39258,,"Mar 24, 2025",Front-end Collision,"Keep sure main race list. Relationship whatever over beat hope rather. Step prove already explain blue.
Care lot develop organization end benefit. Work table eye himself wonder.",4773.7,0
C000860,Brandon Mcgee,P43846,QLD,28/05/2024,Hail Damage,Country look suggest specific. Business yes lose also expert claim. Tree professional candidate need suddenly usually then.,3615.19,0
C000861,Jenna Landry,P55815,WA,27/02/2024,Rear-end Collision,Dream who entire really continue. Perform argue cost question worker guess. Green lose leave stuff.,1079.85,0
C000862,BONNIE GREEN,P65084,SA,"Aug 10, 2024",Vandalism,"Material unit mention. American site suffer building appear trade general. Court could agreement law Mr more staff.
Focus both worry next degree.",1890.52,1
C000863,Kathryn Mcdonald,P30036,TAS,2024-08-14,Rear-end Collision,Technology pull sister cell exactly generation. Majority light itself money. Lot want continue series.,5811.11,0
C000864,Matthew Conrad,P52492,WA,11/10/2023,Hail Damage,Response authority our event note establish. Foreign start gun degree rather heart. Force nor training side fear. Direction study difference poor rich.,5348.66,1
C000865,CHRISTOPHER MILLER,P61203,TAS,2023-08-18,Water Damage,Others threat prevent already sea action serious member. Door federal nearly fall shoulder. Difference seven radio firm camera.,6733.11,1
C000866,Samuel Summers,P86920,QLD,06/05/2023,Front-end Collision,"Evening past foreign represent. Available itself able put your claim year woman. Century tonight together into.
Various street six. For relationship bring work.",4018.4,0
C000867,GABRIEL MARTIN,P57493,NSW,"Sep 01, 2024",Vandalism,"Power however sing today daughter. Doctor share between upon source director daughter its.
Suffer account couple teach. Lose than enjoy kind simply create guess.",4846.84,1
C000868,Robert Evans,P70349,NSW,2024-09-28,Vandalism,"Upon wear including woman social require leave. Professional early somebody center exactly lose year seven.
Letter green scene side. Week military send clearly speak.",3564.24,0
C000869,Kimberly Mann,P42886,VIC,10/09/2024,Front-end Collision,"Involve manager difficult market every gun kid staff. Identify car many official when choose partner. Model table put.
Occur property TV enter despite.",3332.32,1
C000870,David Oliver,P29937,TAS,2023-07-27,Water Damage,"Few whose everything federal they politics help. Half American free.
Seat market plant. Nor remember dog thousand.",5884.05,0
C000871,David Cannon,P88496,SA,21/10/2024,Front-end Collision,"Seven network rule star. Notice moment spring hold. Election these use early.
Standard military century field hour. North any wide. Physical remain use business.",5401.69,1
C000872,Megan Kramer Dds,P14732,NSW,23/03/2024,Hail Damage,Great upon movie discussion. If will agree oil financial moment through half. Sell likely tonight anything along near.,4239.14,0
C000873,Andrew Hartman,P75254,TAS,"Nov 15, 2023",Front-end Collision,Paper speak candidate heavy. Seek someone within end last offer service.,,0
C000874,Dennis Lyons,P93180,SA,23/04/2025,Front-end Collision,"Mission itself spring responsibility.
Add difficult base song report tax picture. Production bill article.",1842.48,1
C000875,Daniel Lee,P13868,NSW,"Apr 14, 2024",Front-end Collision,"World beyond carry image fast available. Guess able manager rock girl street mother.
Everything city image admit stock child that. Political serve accept over.",4592.87,0
C000876,CURTIS WILLIAMSON,P21497,SA,10/03/2024,Front-end Collision,"Rise top tend manage. Ok line growth here medical happen.
Coach gun rate many soldier size. Born yeah he speak.
Fear agent their war. Adult black high deal fall social.",2411.58,0
